School,Name,Position,Class,Hometown,High School
Utah,Spencer Fano,OL,Fr.,"Spanish Fork, Utah",Timpview HS,,
Utah,Van Fillinger,DE,Jr.,"Draper, Utah",Corner Canyon HS,,
Utah,Sione Fotu,LB,Fr.,"West Jordan, Utah",Bingham HS,,
Utah,Tevita Fotu,DT,R-So.,"Herriman, Utah",Herriman HS,,
Utah,Hayden Furey,LB,Sr.,"Saratoga Springs, Utah",Westlake HS,,
Utah,Jaylon Glover,RB,So.,"Lakeland, Fla.",Lake Gibson HS,,
Utah,JT Greep,SN,Jr.,"Glendora, Calif.",Glendora HS,,
Utah,Johnathan Hall,S,Fr.,"Katy, Texas",Katy HS,,
Utah,Kaimana Hanohano,WR,R-Fr.,"Mesa, Ariz.",Highland HS,,
Utah,Alex  Harrison,OL,Jr.,"Bountiful, Utah",Viewmont HS,,
Utah,Mack Howard,QB,Fr.,"Columbus, Miss.",Oxford HS,,
Utah,Nick Howe,CB,So.,"North Salt Lake, Utah",Woods Cross HS,,
Utah,Ja'Quinden Jackson,RB,So.,"Dallas, Texas",Texas,,
Utah,CJ Jacobsen,TE,Fr.,"Meridian, Idaho",Rocky Mountain HS,,
Utah,Nate  Johnson,QB,R-Fr.,"Clovis, Calif.",Clovis HS,,
Utah,Tao Johnson,CB,R-Fr.,"Idaho Falls, Idaho",Thunder Ridge HS,,
Utah,Falcon Kaumatule,OL,Jr.,"Las Vegas, Nev.",Bishop Gorman HS,,
Utah,Austin Keetch,S,Fr.,"San Juan Capistrano, Calif.",San Juan Hills HS,,
Utah,Chase Kennedy,DE,R-Fr.,"Dallas, Texas",The Episcopal School of Dallas,,
Utah,Landen King,TE,So.,"Beaumont, Texas",Auburn,,
Utah,Brant Kuithe,TE,R-Sr.,"Katy, Texas",Cinco Ranch HS,,
Utah,Jaren Kump,OL,So.,"Riverton, Utah",Herriman HS,,
Utah,Austin LaRue,DT,Fr.,"Houston, Texas",Stratford HS,,
Utah,Sataoa Laumea,OL,Jr.,"Rialto, Calif.",Eisenhower HS,,
Utah,Kenzel Lawler,CB,So.,"Corona, Calif.",Eleanor Roosevelt HS,,
Utah,Jonah  Lea'ea,DE,Fr.,"San Mateo, Calif.",Bishop Gorman HS,,
Utah,James LeBaron,DT,R-Fr.,"Draper, Utah",Corner Canyon HS,,
Utah,Caleb Lomu,OL,Fr.,"Gilbert, Ariz.",Highland HS,,
Utah,Johnny Maea,OL,Sr.,"Salt Lake City, Utah",East HS,,
Utah,Jocelyn Malaska,CB,R-Fr.,"Bethany, Okla.",Bethany HS,,
Utah,Shintaro Mann,OL,Jr.,"Provo, Utah",Timpview HS,,
Utah,Faybian  Marks,CB,Jr.,"Richmond, Texas",George Ranch HS,,
Utah,Mikey Matthews,WR,Fr.,"Irvine, Calif.",Mission Viejo HS,,
Utah,Sidney Mbanasor,WR,R-Fr.,"Pflugerville, Texas",Pflugerville HS,,
Utah,Munir McClain,WR,Jr.,"Atlanta, Ga.",USC,,
Utah,Justin Medlock,LB,R-Fr.,"Missouri City, Texas",Manvel HS,,
Utah,Jett Meine,WR,R-Fr.,"Draper, Utah",Corner Canyon HS,,
Utah,Mike Mitchell,RB,Fr.,"Orange Park, Fla.",Middleburg HS,,
Utah,Solatoa Moea'i,OL,Fr.,"Laie, Hawaii",Punahou School,,
Utah,Michael Mokofisi,OL,So.,"Woods Cross, Utah",Woods Cross HS,,
Utah,Gavin Nawahine,DE,So.,"Meridian, Idaho",Rocky Mountain HS,,
Utah,Brock Nowatzke,S,R-Fr.,"Santa Clara, Utah",Snow Canyon HS,,
Utah,Helaman Ofahengaue,DE,R-Fr.,"Lehi, Utah",Lehi HS,,
Utah,Shay O'Kelly,LB,Fr.,"Atherton, Calif.",Sacred Heart Prep,,
Utah,Keith Olson,OL,R-Fr.,"Napavine, Wash.",Napavine HS,,
Utah,Connor O'Toole,DE,Jr.,"Albuquerque, N.M.",La Cueva HS,,
Utah,Money Parks,WR,Jr.,"Aledo, Texas",Aledo HS,,
Utah,Jadon Pearson,S,Jr.,"Gilbert, Ariz.",Reedley College,,
Utah,Simote Pepa,DT,So.,"South Jordan, Utah",Bingham HS,,
Utah,Bobby Piland,DT,Fr.,"Rocklin, Calif.",Rocklin HS,,
Utah,Mycah Pittman,WR,Sr.,"Tampa, Fla.",Florida State,,
Utah,Nathan Price,P,So.,"Danville, Calif.",Northern Arizona,,
Utah,John Randle Jr.,RB,Fr.,"Wichita, Kan.",Heights HS,,
Utah,Bryson Reeves,S,Jr.,"Montrose, Calif.",St. Francis HS,,
Utah,Karene Reid,LB,Jr.,"American Fork, Utah",Timpview HS,,
Utah,Peyton  Rice,WR,Fr.,"Salt Lake City, Utah",Olympus HS,,
Utah,Cameron  Rising,QB,Sr.,"Ventura, Calif.",Texas,,
Utah,Nate Ritchie,S,Fr.,"Cedar Hills, Utah",Lone Peak HS,,
Utah,Brandon Rose,QB,R-Fr.,"Temecula, Calif.",Murrieta Valley HS,,
Utah,Hunter Schroeder,RB,Fr.,"Mendon, Utah",Mountain Crest HS,,
Utah,Jason Siaosi,LB,Sr.,"Carlsbad, Calif.",Southern Virginia,,
Utah,Emery Simmons,WR,Sr.,"Parkton, N.C.",Indiana,,
Utah,Steve Smedley,QB,Fr.,"Conroe, Texas",Oak Ridge HS,,
Utah,Smith Snowden,CB,Fr.,"Lehi, Utah",Skyridge HS,,
Utah,Dijon Stanley,RB,Fr.,"Granada Hills, Calif.",Granada Hills Charter HS,,
Utah,"Darrien ""Bleu"" Stewart",S,So.,"Las Vegas, Nev.",Desert Pines HS,,
Utah,Miki Suguturaga,TE,Jr.,"Kaneohe, Hawaii",Punahou School,,
Utah,Junior Tafuna,DT,Jr.,"Taylorsville, Utah",Bingham HS,,
Utah,Keanu Tanuvasa,DT,R-Fr.,"Mission Viejo, Calif.",Mission Viejo HS,,
Utah,Isaia Thompson,OL,Fr.,"Layton, Utah",Layton HS,,
Utah,Tanoa Togiai,OL,So.,"Rigby, Idaho",Rigby HS,,
Utah,Nifai Tonga,DT,Fr.,"Salt Lake City, Utah",Snow College,,
Utah,Luke Tucker,TE,Fr.,"Highland, Utah",Lone Peak HS,,
Utah,Xane Uipi,CB,Fr.,"Millcreek, Utah",Santa Ana College,,
Utah,Sione Vaki,S,So.,"Antioch, Calif.",Liberty HS,,
Utah,Zemaiah Vaughn,CB,Jr.,"Beaumont, Texas",Beaumont United HS,,
Utah,Devaughn Vele,WR,Jr.,"San Diego, Calif.",Rancho Bernardo HS,,
Utah,Aliki Vimahi,DT,Jr.,"Kahuku, Hawai'i",Kahuku HS,,
Utah,Charlie Vincent,RB,Jr.,"Salt Lake City, Utah",East HS,,
Utah,Zereoue Williams,OL,So.,"Phoenix, Ariz.",Mountain Pointe HS,,
Utah,Daniel  Wood,RB,Fr.,"Gilbert, Ariz.",Highland HS,,
Utah,Thomas Yassmin,TE,Sr.,"Sydney, Australia",The Scots College,,
Utah,Daidren Zipperer,WR,Fr.,"Lakeland, Fla.",Lakeland Senior HS,,
Minnesota,Le'Meke Brockington,WR,R-So.,"Moultrie, Ga.",Colquitt County,,
Minnesota,Anthony Smith,DL,R-Fr.,"Shippensburg, Pa.",Shippensburg,,
Minnesota,Darius Taylor,RB,Fr.,"Detroit, Mich.",Walled Lake Western,,
Minnesota,Tre'Von Jones,DB,5th,"Warrenton, N.C.",Trinity Christian,,
Minnesota,Sean Tyler,RB,5th,"Richton Park, Ill.",Rich Central,,
Minnesota,Tyler Bride,DB,Sr.,"Atlanta, Ga.",Greater Atlanta Christian,,
Minnesota,Za'Quan Bryan,DB,Fr.,"Savannah, Ga.",Benedictine Military School,,
Minnesota,Corey Crooms Jr.,WR,5th,"Country Club Hills, Ill.",Hillcrest,,
Minnesota,T.J. McWilliams,WR,Fr.,"Indianapolis, Ind.",North Central,,
Minnesota,Justin Walley,DB,Jr.,"D’Iberville, Miss.",D’Iberville,,
Minnesota,Maverick Baranowski,LB,R-Fr.,"Ponce Inlet, Fla.",Spruce Creek,,
Minnesota,Chris Autman-Bell,WR,6th,"Kankakee, Ill.",Bishop McNamara,,
Minnesota,Aidan Gousby,DB,R-Fr.,"Lehigh Acres, Fla.",Lehigh Senior,,
Minnesota,Darnell Jefferies,DL,6th,"Covington, Ga.",Newton,,
Minnesota,Athan Kaliakmanis,QB,R-So.,"Antioch, Ill.",Antioch,,
Minnesota,Daniel Jackson,WR,Sr.,"Kansas City, Kan.",Bishop Miege,,
Minnesota,Devon Williams,LB,R-So.,"Dublin, Ohio",Dublin Coffman,,
Minnesota,Karter Menz,DL,Fr.,"Horace, N.D.",West Fargo Sheyenne,,
Minnesota,Elijah Spencer,WR,Jr.,"Irmo, S.C.",Dutch Fork,,
Minnesota,Darius Green,DB,R-So.,"Covington, Ga.",Newton,,
Minnesota,Cole Kramer,QB,R-Sr.,"Eden Prairie, Minn.",Eden Prairie,,
Minnesota,Chris Collins,DL,6th,"RIchmond, Va.",Benedictine College Prep,,
Minnesota,Kristen Hoskins,WR,R-Fr.,"Alexandria, Minn.",Alexandria,,
Minnesota,Kerry Brown,DB,Fr.,"Naples, Fla.",Naples,,
Minnesota,Kenric Lanier II,WR,Fr.,"Decatur, Ga.",Decatur,,
Minnesota,Rowan Zolman,LB,So.,"Churubusco, Ind.",East Noble,,
Minnesota,Coleman Bryson,DB,R-Fr.,"Waynesville, N.C.",Rabun Gap-Nacoochee School,,
Minnesota,Max Shikenjanski,QB,Fr.,"Stillwater, Minn.",Stillwater,,
Minnesota,Cade Conzemius,WR,R-Fr.,"Minnetonka, Minn.",Minnetonka,,
Minnesota,Jah Joyner,DL,R-Jr.,"Danbury, Conn.",Danbury,,
Minnesota,Rhyland Kelly,DB,R-Fr.,"Winnipeg, Manitoba, Canada",Clearwater Academy International,,
Minnesota,Drew Viotto,QB,Fr.,"Sault Ste Marie, Ontario",Walled Lake Western,,
Minnesota,Joey Gerlach,LB,R-Fr.,"Woodbury, Minn.",Woodbury,,
Minnesota,Pierce Walsh,TE,Fr.,"Downers Grove, Ill.",Benet Academy,,
Minnesota,Jack Henderson,DB,Sr.,"Mandeville, La.",Mandeville,,
Minnesota,Cade Osterman,WR,Fr.,"Elk River, Minn.",Elk River,,
Minnesota,Craig McDonald,DB,R-Jr.,"Minneapolis, Minn.",Minnehaha Academy,,
Minnesota,Bryce Williams,RB,6th,"Sarasota, Fla.",Cardinal Mooney,,
Minnesota,Donielle Hayes,WR,Fr.,"Pensacola, Fla.",Pine Forest,,
Minnesota,Evan Redding,DB,R-Fr.,"Menomonee Falls, Wis.",Menomonee Falls,,
Minnesota,Garrison Monroe,DB,Fr.,"Shakopee, Minn.",Shakopee,,
Minnesota,Marquese Williams,RB,Fr.,"Harrisburg, Pa.",Bishop McDevitt,,
Minnesota,Tariq Watson,DB,R-Fr.,"Gretna, La.",Helen Cox,,
Minnesota,Cortez LeGrant,RB,Fr.,"Sun Prairie, Wis.",Sun Prairie East HS,,
Minnesota,Zach Evans,RB,R-Fr.,"Heath, Texas",Rockwall-Heath,,
Minnesota,Victor Pless,DB,R-Jr.,"Kennesaw, Ga.",Harrison,,
Minnesota,Tyler Nubin,DB,5th,"Saint Charles, Ill.",St. Charles North,,
Minnesota,Colton Gregersen,DL,R-Fr.,"Burnsville, Minn.",Burnsville,,
Minnesota,Zach Jorgensen,WR,R-Fr.,"Fairmont, Minn.",Fairmont,,
Minnesota,Ethan Carrier,DB,Fr.,"Detroit Lakes, Minn.",Detroit Lakes,,
Minnesota,Jordan Nubin,RB,R-So.,"St. Charles, Ill.",St. Charles North,,
Minnesota,Drew Wilson,LB,Fr.,"Mequon, Wis.",Homestead,,
Minnesota,Jordan Greenhow,DB,R-So.,"Glen Allen, Va.",Glen Allen HS,,
Minnesota,Alex Elliott,LB,Fr.,"Hutchinson, Minn.",Hutchinson,,
Minnesota,Max Grand,RB,R-Fr.,"Ellsworth, Wis.",Ellsworth,,
Minnesota,Ryan Selig,LB,6th,"Lake Villa, Ill.",Lakes Community,,
Minnesota,Jack Tinnen,LB,R-Fr.,"Brookfield, Wis.",Brookfield Central,,
Minnesota,Derik LeCaptain,LB,R-Sr.,"Gardner, Wis.",Southern Door,,
Minnesota,Jackson Powers,DB,Fr.,"Maple Grove, Minn.",Maple Grove,,
Minnesota,Ryan Shamburger,P,R-Jr.,"McKinney, Texas",Mckinney North,,
Minnesota,Brady Weeks,LS,5th,"O'Fallon, Mo.",Fort Zumwalt West,,
Minnesota,Ryan Algrim,LS,Fr.,"Elburn, Ill.",Kaneland,,
Minnesota,Zander Rockow,LB,Fr.,"Eau Claire, Wis.",Regis,,
Minnesota,Cade Larson,LB,R-Fr.,"Harrisburg, S.D.",Harrisburg,,
Minnesota,Jack Hawkinson,DL,R-So.,"Frankfort, Ill.",Lincoln-Way East,,
Minnesota,Eli Mau,LB,R-So.,"Victoria, Minn.",Chanhassen,,
Minnesota,Tyler Stolsky,LB,R-Fr.,"Portage, Mich.",Portage Central,,
Minnesota,Cody Lindenberg,LB,R-Jr.,"Anoka, Minn.",Anoka,,
Minnesota,Lucas Finnessy,DL,Sr.,"Sussex, Wis.",Hamilton,,
Minnesota,Hayden Schwartz,DL,R-Fr.,"Jacksonville, Fla.",The Bolles School,,
Minnesota,Jacob Lewis,K,R-Jr.,"Delaware, Ohio",Olentangy Berlin,,
Minnesota,Matt Kingsbury,LB,Fr.,"Chicago, Ill.",St. Rita,,
Minnesota,JJ Guedet,OL,R-Sr.,"Washington, Ill.",Washington Community,,
Minnesota,Jerome Williams,OL,Fr.,"Osseo, Minn.",Osseo,,
Minnesota,Spencer Alvarez,OL,R-Fr.,"Columbia Heights, Minn.",Columbia Heights,,
Minnesota,Luther McCoy,DL,R-So.,"Saint Johns, Fla.",Creekside,,
Minnesota,Karter Shaw,OL,6th,"South Jordan, Utah",Herriman,,
Minnesota,Jackson Hunter,OL,R-So.,"Oconomowoc, Wis.",Oconomowoc,,
Minnesota,Tony Nelson,OL,R-Fr.,"Tracy, Minn.",Tracy-Milroy-Balaton,,
Minnesota,Phillip Daniels,OL,Fr.,"Cincinnati, Ohio",Princeton,,
Minnesota,Greg Johnson,OL,Fr.,"Prior Lake, Minn.",Prior Lake,,
Minnesota,Nathan Boe,OL,6th,"Lakeville, Minn.",Lakeville North,,
Minnesota,De’Eric Mister,OL,Fr.,"Gary, Ind.",West Side,,
Minnesota,Jackson Ruschmeyer,OL,R-Jr.,"Hutchinson, Minn.",Holy Family Catholic,,
Minnesota,Aireontae Ersery,OL,R-Jr.,"Kansas City, Mo.",Ruskin,,
Minnesota,Cade McConnell,OL,R-Fr.,"Choctaw, Okla.",Choctaw,,
Minnesota,Martes Lewis,OL,R-Jr.,"Merrillville, Ind.",Merrillville,,
Minnesota,Tyrell Lawrence,OL,R-Jr.,"Milton, Ontario, Canada",Clearwater Academy International,,
Minnesota,Tyler Cooper,OL,R-Sr.,"Saint Croix Falls, Wis.",Saint Croix Falls,,
Minnesota,Reese Tripp,OL,Fr.,"Mantorville, Minn.",Kasson-Mantorville,,
Minnesota,Quinn Carroll,OL,5th,"Edina, Minn.",Edina,,
Minnesota,Ashton Beers,OL,R-Fr.,"Slinger, Wis.",Slinger,,
Minnesota,Logan Purcell,OL,R-So.,"Annandale, Minn.",Annandale,,
Minnesota,Dino Kaliakmanis,WR,R-So.,"Antioch, Ill.",Antioch,,
Minnesota,Quentin Redding,WR,R-So.,"Menomonee Falls, Wis.",Menomonee Falls,,
Minnesota,Wyatt Schroeder,TE,R-Jr.,"Saint Francis, Minn.",St. Francis,,
Minnesota,Sam Peters,TE,Fr.,"Maple Grove, Minn.",Maple Grove,,
Minnesota,Jack DiSano,TE,R-Fr.,"Glenview, Ill.",Glenbrook South,,
Minnesota,Frank Bierman,TE,R-Jr.,"Tipton, Iowa",Tipton,,
Minnesota,Jameson Geers,TE,R-So.,"Channahon, Ill.",Providence Catholic,,
Minnesota,Nick Kallerup,TE,R-Sr.,"Wayzata, Minn.",Wayzata,,
Minnesota,Martin Owusu,DL,Fr.,"Prior Lake, Minn.",Prior Lake,,
Minnesota,Brevyn Spann-Ford,TE,6th,"St. Cloud, Minn.",St. Cloud Technical Senior,,
Minnesota,Nate Becker,DL,R-So.,"Maple Grove, Minn.",Maple Grove,,
Minnesota,Nathan Jones,TE,R-Fr.,"Brock, Texas",Brock,,
Minnesota,Deven Eastern,DL,R-So.,"Shakopee, Minn.",Shakopee,,
Minnesota,Danny Striggow,DL,Sr.,"Long Lake, Minn.",Orono,,
Minnesota,Kyler Baugh,DL,5th,"Talihina, Okla.",Talihina,,
Minnesota,Caleb McGrath,P,Fr.,"Apple Valley, Minn.",Eastview,,
Minnesota,Mark Crawford,P,Sr.,"Perth,  Western Australia",,,
Minnesota,Logan Richter,DL,R-Sr.,"Perham, Minn.",Perham,,
Minnesota,Jalen Logan-Redding,DL,R-Jr.,"Columbia, Mo.",Rock Bridge,,
Minnesota,David Kemp,K,R-So.,"Jacksonville, Fla.",Bartram Trail,,
Minnesota,Dragan Kesich,K,Sr.,"Oak Creek, Wis.",Oak Creek,,
Minnesota,Theorin Randle,DL,Fr.,"Houston, Texas",Shadow Creek,,
Ohio State,Xavier Johnson,WR,Gr.,"Cincinnati, Ohio",Summit Country Day,,
Ohio State,Davison Igbinosun,CB,So.,"Union, N.J.",Mississippi,,
Ohio State,Emeka Egbuka,WR,Jr.,"Steilacoom, Wash.",Steilacoom,,
Ohio State,Kourt Williams II,LB,Gr.,"Harbor City, Calif.",St. John Bosco,,
Ohio State,Cameron Martinez,SAF,Sr.,"Muskegon, Mich.",Muskegon,,
Ohio State,Miyan Williams,RB,Sr.,"Cincinnati, Ohio",Winton Woods,,
Ohio State,Julian Fleming,WR,Sr.,"Catawissa, Pa.",Southern Columbia,,
Ohio State,Lorenzo Styles Jr.,CB,Jr.,"Pickerington, Ohio",Pickerington Central,,
Ohio State,Dallan Hayden,RB,So.,"Memphis, Tenn.",Christian Brothers,,
Ohio State,Kyle McCord,QB,Jr.,"Mt. Laurel, N.J.",St. Joseph’s (Pa.) Prep,,
Ohio State,Sonny Styles,SAF,So.,"Pickerington, Ohio",Pickerington Central,,
Ohio State,Kyion Grayes,WR,So.,"Chandler, Ariz.",Chandler,,
Ohio State,Jordan Hancock,CB,Jr.,"Suwanee, Ga.",North Gwinnett,,
Ohio State,Lathan Ransom,SAF,Sr.,"Tucson, Ariz.",Salpointe Catholic,,
Ohio State,Cade Stover,TE,Sr.,"Mansfield, Ohio",Lexington,,
Ohio State,Jayden Ballard,WR,Jr.,"Massillon, Ohio",Massillon Washington,,
Ohio State,Denzel Burke,CB,Jr.,"Phoenix, Ariz.",Saguaro,,
Ohio State,C.J. Hicks,LB,So.,"Dayton, Ohio",Archbishop Alter,,
Ohio State,Brandon Inniss,WR,Fr.,"Hollywood, Fla.",American Heritage,,
Ohio State,Lincoln Kienholz,QB,Fr.,"Pierre, S.D.",T.F. Riggs,,
Ohio State,Ryan Turner,CB,So.,"Hollywood, Fla.",Chaminade-Madonna Prep,,
Ohio State,Tristan Gebbia,QB,Gr.,"Calabasas, Calif.",Oregon State,,
Ohio State,Kye Stokes,SAF,So.,"Seffner, Fla.",Armwood,,
Ohio State,Kojo Antwi,WR,So.,"Suwanee, Ga.",Lambert,,
Ohio State,Ja'Had Carter,SAF,Sr.,"Richmond, Va.",Syracuse,,
Ohio State,Calvin Simpson-Hunt,CB,Fr.,"Waxahachie, Texas",Waxahachie,,
Ohio State,Jelani Thurman,TE,Fr.,"Fairburn, Ga.",Langston Hughes,,
Ohio State,Mason Maggs,QB,So.,"Dublin, Ohio",Coffman,,
Ohio State,Mitchell Melton,LB,Sr.,"Silver Spring, MD.",Good Counsel,,
Ohio State,Carnell Tate,WR,Fr.,Chicago,Marist (Ill.) / IMG Academy,,
Ohio State,Jyaire Brown,CB,So.,"New Orleans, La.",Warren Easton & Lakota West (Ohio),,
Ohio State,Marvin Harrison Jr.,WR,Jr.,"Philadelphia, Pa.",St. Joseph’s Prep,,
Ohio State,Chad Ray,QB,Sr.,"Dublin, Ohio",Scioto,,
Ohio State,Chip Trayanum,RB,Sr.,"Akron, Ohio",Archbishop Hoban H.S. and Arizona State,,
Ohio State,Arvell Reese,LB,Fr.,"Cleveland, Ohio",Glenville,,
Ohio State,Jayden Bonsu,SAF,Fr.,"Hillside, N.J.",St. Peter’s Prep,,
Ohio State,Evan Pryor,RB,Jr.,"Cornelius, N.C.",William Amos Hough,,
Ohio State,Steele Chambers,LB,Gr.,"Roswell, Ga.",Blessed Trinity Catholic,,
Ohio State,Omari Abor,DE,So.,"Duncanville, Texas",Duncanville,,
Ohio State,Parker Lewis,K,Sr.,"Phoenix, Ariz.",USC,,
Ohio State,Nolan Baudo,WR,Fr.,"Chicago, Ill.",Marist,,
Ohio State,Jermaine Mathews Jr.,CB,Fr.,Cincinnati,Winton Woods,,
Ohio State,Malik Hartford,SAF,Fr.,"West Chester, Ohio",Lakota West,,
Ohio State,Kai Saunders,WR,So.,"Northville, Mich.",Northville,,
Ohio State,Cedrick Hawkins,SAF,Fr.,"Titusville, Fla.",Cocoa,,
Ohio State,Cayden Saunders,RB,Jr.,"Northville, Mich.",Northville,,
Ohio State,TC Caffey,RB,So.,"Hubbard, Ohio",Hubbard,,
Ohio State,Reid Carrico,LB,Jr.,"Ironton, Ohio",Ironton,,
Ohio State,Jesse Mirco,P,Jr.,"Fremantle, Australia",,,
Ohio State,Will Hartson,RB,Fr.,"Massillon, Ohio",Massillon Washington,,
Ohio State,Cody Simon,LB,Sr.,"Jersey City, N.J.",St. Peter’s Prep,,
Ohio State,TreVeyon Henderson,RB,Jr.,"Hopewell, Va.",Hopewell,,
Ohio State,"Brenten ""Inky"" Jones",SAF,So.,"Steubenville, Ohio",Steubenville,,
Ohio State,Devin Brown,QB,So.,"Gilbert, Ariz.",Queen Creek & Corner Canyon (Utah),,
Ohio State,Jack Sawyer,DE,Jr.,"Pickerington, Ohio",Pickerington North,,
Ohio State,Colin Kaufmann,CB,So.,"Avon, Ohio",Avon,,
Ohio State,Brennen Schramm,WR,Fr.,"Medina, Ohio",Medina,,
Ohio State,Tommy Eichenberg,LB,Gr.,"Cleveland, Ohio",St. Ignatius,,
Ohio State,Gabe Powers,LB,So.,"Marysville, Ohio",Marysville,,
Ohio State,Nigel Glover,LB,Fr.,"Clayton, Ohio",,,
Ohio State,Jayden Fielding,K,So.,"League City, Texas",IMG Academy,,
Ohio State,Cameron Kittle,DB,Sr.,"Glouster, Ohio",Trimble,,
Ohio State,Andrew Moore,SAF,Jr.,Cleveland,Cleveland Heights,,
Ohio State,Josh Proctor,SAF,Gr.,"Owasso, Okla.",Owasso,,
Ohio State,Joe McGuire,P,Fr.,"Melbourne, Australia",,,
Ohio State,John Ferlmann,LS,Jr.,"Phoenix, Ariz.",Arizona State,,
Ohio State,Dianté Griffin,CB,So.,"Lima, Ohio",Lima Senior,,
Ohio State,JT Tuimoloau,DE,Jr.,"Edgewood, Wash.",Eastside Catholic,,
Ohio State,Jace Middleton,TE,Jr.,"Lewis Center, Ohio",Olentangy,,
Ohio State,Ryan Rudzinski,SAF,Fr.,"Columbus, Ohio",Bishop Watterson,,
Ohio State,Max Lomonico,LS,Jr.,"Pickerington, Ohio",Pickerington Central,,
Ohio State,Patrick Gurd,TE,Sr.,"New Albany, Ohio",New Albany,,
Ohio State,Alec DelSignore,LB,Fr.,"Youngstown, Ohio",Cardinal Mooney,,
Ohio State,Michael Hall Jr.,DT,Jr.,"Streetsboro, Ohio",Streetsboro,,
Ohio State,Luke Montgomery,OL,Fr.,"Findlay, Ohio",Findlay,,
Ohio State,Joshua Mickens,DE,Fr.,"Indianapolis, Ind.",Lawrence Central,,
Ohio State,Will Smith Jr.,DL,Fr.,"Dublin, Ohio",Coffman,,
Ohio State,Toby Wilson,OL,Jr.,"Lewis Center, Ohio",Olentangy,,
Ohio State,Matthew Jones,OL,Gr.,"Brooklyn, N.Y.",Erasmus Hall,,
Ohio State,Kayden McDonald,DL,Fr.,"Suwanee, Ga.",North Gwinnett,,
Ohio State,Jalen Pace,LB,Jr.,St. Louis,Mary Institute and Saint Louis Country Day School,,
Ohio State,Ty Hamilton,DT,Sr.,"Pickerington, Ohio",Pickerington Central,,
Ohio State,Victor Cutler Jr.,OL,Gr.,"West Monroe, La.",Louisiana Monroe,,
Ohio State,Cade Casto,DL,Jr.,"Strongsville, Ohio",St.Edwards/Robert Morris,,
Ohio State,Caden Davis,DE,Fr.,"Mason, Ohio",William Mason,,
Ohio State,Joshua Padilla,OL,Fr.,"Huber Heights, Ohio",Wayne,,
Ohio State,Bryce Prater,DL,Jr.,"West Lafayette, Ohio",Ridgewood,,
Ohio State,Julian Goines-Jackson,OL,So.,"Zanesville, Ohio",Youngstown State/Zanesville,,
Ohio State,Quinton Burke,OL,Sr.,"Lancaster, Ohio",Lancaster,,
Ohio State,Zen Michalski,OL,Jr.,"Floyds Knobs, Ind.",Floyd Central,,
Ohio State,Enokk Vimahi,OL,Sr.,"Kahuku, Hawaii",Kahuku,,
Ohio State,Austin Siereveld,OL,Fr.,"Liberty Township, Ohio",Lakota East,,
Ohio State,George Fitzpatrick,OL,So.,"Englewood, Col.",Cherry Creek,,
Ohio State,Trey Leroux,OL,Sr.,"Norwalk, Ohio",Norwalk,,
Ohio State,Josh Fryar,OL,Sr.,"Beech Grove, Ind.",Beech Grove,,
Ohio State,Josh Simmons,OL,Jr.,"San Diego, Calif.",Helix/San Diego State,,
Ohio State,Avery Henry,OL,So.,"St. Clairsville, Ohio",St. Clairsville,,
Ohio State,Grant Toutant,OL,Sr.,"Warren, Mich.",De La Salle,,
Ohio State,Donovan Jackson,OL,Jr.,"Bellaire, Texas",Episcopal,,
Ohio State,Carson Hinzman,OL,So.,"Spring Valley, Wis.",Saint Croix Central,,
Ohio State,Miles Walker,OL,Fr.,"Greenwich, Conn.",Brunswick School,,
Ohio State,Tegra Tshabola,OL,So.,"West Chester, Ohio",Lakota West,,
Ohio State,Jakob James,OL,Sr.,"Cincinnati, Ohio",Elder,,
Ohio State,Noah Rogers,WR,Fr.,"Raleigh, N.C.",Rolesville,,
Ohio State,Sam Hart,TE,Jr.,"Aurora, Colo.",Cherokee Trail,,
Ohio State,David Adolph,WR,So.,"Dublin, Ohio",Jerome,,
Ohio State,Joop Mitchell,WR,Jr.,"Wyoming, Ohio",Wyoming,,
Ohio State,Joe Royer,TE,Sr.,"Cincinnati, Ohio",Elder,,
Ohio State,Bennett Christian,TE,So.,"Acworth, Ga.",Allatoona,,
Ohio State,Bryson Rodgers,WR,Fr.,"Zephyrhills, Fla.",Wiregrass Ranch,,
Ohio State,Reis Stocksdale,WR,Jr.,"Morrow, Ohio",Little Miami,,
Ohio State,Gee Scott Jr.,TE,Gr.,"Seattle, Wash.",Eastside Catholic,,
Ohio State,Zak Herbstreit,TE,Jr.,"Nashville, Tenn.",Montgomery Bell Academy,,
Ohio State,Jaden McKenzie,DT,Sr.,"Wake Forest, N.C.",Wake Forest H.S.,,
Ohio State,Tyleik Williams,DT,Jr.,"Manassas, Va.",Unity Reed,,
Ohio State,Caden Curry,DE,So.,"Greenwood, Ind.",Center Grove,,
Ohio State,Hero Kanu,DT,So.,"Geltendorf, Germany",Santa Margarita Catholic,,
Ohio State,Jason Moore,DL,Fr.,"Ft. Washington, Md.",DeMatha Catholic,,
Ohio State,Casey Magyar,K,Jr.,"Dublin, Ohio",Kent State,,
Ohio State,Tywone Malone,DT,Jr.,"Jamesburg, N.J.",Bergan Catholic/Ole Miss,,
Ohio State,Collin Johnson,LS,Jr.,"New Albany, Ohio",New Albany,,
Ohio State,Kenyatta Jackson Jr.,DE,So.,"Hollywood, Fla.",Chaminade-Madonna Prep,,
